article_id,source_dataset,original_index,model_key,variant,sentence_index,alignscore,word_count,risk_tags,sentence
laysumm_elife_0006,eLife,6,gemini3_flash_preview_minimal,generated,1,0.951559,17,,Many decisions are thought to arise from the accumulation of noisy evidence until a threshold is reached.
laysumm_elife_0006,eLife,6,gemini3_flash_preview_minimal,generated,2,0.971739,13,,This process continues until the gathered information hits a specific limit or bound.
laysumm_elife_0006,eLife,6,gemini3_flash_preview_minimal,generated,3,0.86083,12,,"This mechanism explains how stimulus strength affects decision speed, accuracy, and confidence."
laysumm_elife_0006,eLife,6,gemini3_flash_preview_minimal,generated,4,0.958054,14,,These three factors are the key observable parts of how a decision is formed.
laysumm_elife_0006,eLife,6,gemini3_flash_preview_minimal,generated,5,0.933876,13,,Increased noise is predicted to lead to faster decisions and paradoxically higher confidence.
laysumm_elife_0006,eLife,6,gemini3_flash_preview_minimal,generated,6,0.713472,12,,The extra noise pushes the evidence toward the decision bounds more quickly.
laysumm_elife_0006,eLife,6,gemini3_flash_preview_minimal,generated,7,0.370319,14,,Researchers tested this using a sensory manipulation that mimics noise in the visual cortex.
laysumm_elife_0006,eLife,6,gemini3_flash_preview_minimal,generated,8,0.910827,12,,They verified this method using neuronal recordings from macaque brain areas MT/MST.
laysumm_elife_0006,eLife,6,gemini3_flash_preview_minimal,generated,9,0.743644,13,,"In humans and monkeys, increased noise led to faster decisions and greater confidence."
laysumm_elife_0006,eLife,6,gemini3_flash_preview_minimal,generated,10,0.706901,13,negation_or_contrast,These effects occurred while the accuracy of the choices was only minimally impaired.
laysumm_elife_0006,eLife,6,gemini3_flash_preview_minimal,generated,11,0.728642,14,,The results were in agreement with the predictions of the bounded evidence accumulation model.
laysumm_elife_0006,eLife,6,gemini3_flash_preview_minimal,generated,12,0.82221,12,,The size of the observed effects matched what the mathematical model expected.
laysumm_elife_0006,eLife,6,gemini3_flash_preview_minimal,generated,13,0.949529,14,hedged_or_implication,The model suggests that volatility disperses the decision variable away from its expected path.
laysumm_elife_0006,eLife,6,gemini3_flash_preview_minimal,generated,14,0.530268,13,,This dispersion causes the brain to reach a final choice in less time.
laysumm_elife_0006,eLife,6,gemini3_flash_preview_minimal,generated,15,0.790526,14,,The sensory manipulation added unbiased noise to regions of the brain that select motion.
laysumm_elife_0006,eLife,6,gemini3_flash_preview_minimal,generated,16,0.404479,13,,The macaque recordings confirmed that the visual cortex responded to this added noise.
laysumm_elife_0006,eLife,6,gemini3_flash_preview_minimal,generated,17,0.988095,13,,The increase in confidence was observed across a range of different visual stimuli.
laysumm_elife_0006,eLife,6,gemini3_flash_preview_minimal,generated,18,0.835981,13,,Both species showed similar changes in how they reacted to the noisy signals.
laysumm_elife_0026,eLife,26,gemini3_flash_preview_minimal,generated,1,0.709217,16,number,The bacterial enzyme OspI from Shigella flexneri changes a specific part of the human protein UBC13.
